ID,unit,unit.extended,square,sub.square,raw.material,raw.material.extended,termal.alteration,frost.alteration,patina,cortex,cortex.position,cortical.surface,class,laminar.y.n,carinated,classification.1,classification.2,classification.3,classification.4,length,width,thickness,volume,surface,flaking.surface.length,flaking.surface.width,core.blank,blank.production,platforms.number,surfaces.number,flaking.surface.scars.count,platform.scars.count,scar.count.total,blade.removals.number,bladelet.removals.number,flake.removals.number,initial.preparation,back,flaking.surface,reduction.pattern,flaking.surface.profile,flaking.surface.2.profile,last.removal,second.last.removal,last.removal.second.surface,second.last.removal.second.surface,second.flaking.surface.length,second.flaking.surface.width,last.removal.length,last.removal.width,second.removal.length,second.removal.width,last.removal.length.second.surface,last.removal.width.second.surface,second.last.removal.length.second.surface,second.last.removal.width.second.surface,profile.last.removal,profile.second.removal,profile.last.removal.second.surface,profile.second.last.removal.second.surface,last.removal.orientation,second.removal.orientation,last.removal.orientation.second.surface,second.last.removal.orientation.second.surface,distal.end.last.removal,distal.end.second.removal,distal.end.last.removal.second.surface,distal.end.second.last.removal.second.surface,striking.angle.meshlab,striking.angle.visual,second.striking.angle.visual,striking.platform,platform.ridge.preparation,second.striking.platform,second.platform.ridge.preparation,flaking.surface.maintenance,maintenance.removal.location,lateral.maintenance,lateral.maintenance.orientation,core.axis,discard,VRM.generations.number.length.base,VRM.generations.number.length.platform,VRM.generations.number.width,VRM.generations.number.thickness,mesh
RF.c_249,D3d,D3d,57,a,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,NA,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,53.70000076,38,30.39999962,NA,NA,NA,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,0,0,0,NA,NA,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,No
RF.c_25,A1,A1,58,NA,Scaglia.Variegata,SV,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,27.79999924,38.90000153,27,11337.68457,3003.26348,27.79999924,38.40000153,Undetermined,Bladelet,2-unrelated,2,23,6,29,NA,11,2,NA,Natural,Unidirectional,Convergent,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,22.5,19,24.39999962,7.699999809,15.80000019,6,16.5,5.5,NA,NA,Slightly curved,Straight,Straight,NA,Off-axis left,Axial,Off-axis left,NA,Convergent,Hinged,Convergent,NA,78,77,74,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),Abraded,Lateral comma-like bladelet;Lateral comma-like flake,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,2,1,4,5,Yes
RF.c_251,D3a+b,D3a+b,85,f,Scaglia.Rossa,SR,FALSE,FALSE,FALSE,1-33%,Striking platform,343.9,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,60.90000153,59.09999847,27.70000076,44249.35547,8395.21975,60.90000153,46,Block,Blade,1,1,15,5,20,3,1,0,NA,Natural,Unidirectional,Sub-parallel,Straight,NA,Blade,Blade,NA,NA,NA,NA,53.09999847,24.39999962,43.40000153,14,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,65,67,NA,Faceted,Abraded,NA,NA,NA,NA,Flake,Left axial,Maggiore lunghezza,Raw material,NA,NA,NA,NA,Yes
RF.c_252,D3b,D3b,66,i,Maiolica,B2-4,FALSE,FALSE,FALSE,66-99%,Back;Lateral left;Lateral right,6300.42,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,65,36.5,55.59999847,73772.28125,9997.641401,60.59999847,32.09999847,Nodule,Blade-Flake,1,1,11,0,11,0,0,6,Decortification,Cortical,Unidirectional,Sub-parallel,NA,NA,Flake,NA,NA,NA,NA,NA,25.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,Plain,NA,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Raw material,NA,NA,NA,NA,Yes
RF.c_257,D3b,D3b,76,f,Maiolica,B2-4,FALSE,FALSE,TRUE,33-66%,Base,NA,Core,No,FALSE,Flake,Platform,NA,NA,45.70000076,78.19999695,32.40000153,NA,NA,39.09999847,74.59999847,Block,Flake,1,1,NA,NA,NA,0,0,9,Undetermined,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,Flake,NA,NA,NA,NA,30.89999962,17.29999924,17.5,12.30000019,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,NA,69,NA,Reshaped (tablet visible),None,NA,NA,NA,NA,NA,NA,"Lato corto, preferenza recul maggiore",Hinged scars,NA,NA,NA,NA,No
RF.c_259,D3b,D3b,25,tutto,Maiolica,B2-4,FALSE,FALSE,FALSE,33-66%,Back;Base,3042.5,Core,Yes,FALSE,Initial,Initial,"Initial, wide-faced flat",Platform,60.79999924,52.90000153,25,29170.92383,5909.606423,47.59999847,49.70000076,Nodule,Blade-Flake,1,1,16,2,18,0,0,7,Decortification,Cortical;Scars,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,Flake,NA,NA,NA,NA,22.89999962,28.5,34.90000153,18.10000038,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Straight,NA,NA,65,64,NA,Reshaped (tablet visible),None,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars,0,2,0,1,Yes
RF.c_26,A2,A2,35,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Base;Lateral left;Striking platform,10083.3,Core,No,FALSE,Tested,Tested,Tested,Tested,111.9000015,67.69999695,45.29999924,167605.3438,19421.81348,NA,NA,Nodule,Blade-Flake,NA,NA,5,1,6,NA,NA,NA,Primary flaking,Cortical,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw material,0,1,0,2,Yes
RF.c_260,D3b,D3b,66,f,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Back,606.83,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,48,40.59999847,52.59999847,33079.84375,6395.225945,45.59999847,36,Undetermined,Blade-Bladelet,2-unrelated,2,18,4,22,1,NA,1,Undetermined,Cortical;Scars,Unidirectional,Sub-parallel,Convex,NA,Blade,Flake,NA,NA,NA,NA,44,19.79999924,31,18.89999962,NA,NA,NA,NA,Curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Hinged,NA,NA,68,69,85,Reshaped (tablet visible),Abraded,Plain,Abraded,Flake,Distal perpendicular,Bladelet;Crest,Left axial;Right axial;Right perpendicular,Maggiore lunghezza,Raw material,1,1,3,1,Yes
RF.c_261,D3b,D3b base,76,i,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,38.70000076,41.09999847,29.70000076,20760.7793,4683.904848,38.20000076,39.5,Undetermined,Bladelet-Flake,2-opposed,1,24,4,28,0,3,7,Undetermined,Scars,Bidirectional,Sub-parallel,Slightly-Convex,NA,Flake,Flake,NA,NA,NA,NA,28,20.39999962,23.70000076,18.89999962,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,59,82,67,Plain,Abraded,Reshaped (tablet visible),None,Flake,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars,0,1,0,3,Yes
RF.c_264,D3d.base,D3d base,40,z40,Scaglia.Rossa,SR,FALSE,FALSE,FALSE,33-66%,Back;Base;Flaking surface,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,100.5999985,62.40000153,48.29999924,NA,NA,NA,NA,Block,Flake,NA,NA,NA,NA,NA,NA,NA,NA,Undetermined,Cortical;Natural,Multidirectional,Multidirectional,Convex,NA,Flake,NA,NA,NA,NA,NA,26,18.60000038,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,No
RF.c_265,D3d,D3d,66,c,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Base,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,38.29999924,56.5,41.20000076,NA,NA,NA,NA,Block,Flake,3,3,NA,NA,NA,0,0,8,Undetermined,Cortical;Natural,Multidirectional,Multidirectional,Slightly-Convex,NA,Flake,NA,NA,NA,NA,NA,29,22.5,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,NA,80,NA,Faceted,None,NA,NA,NA,NA,NA,NA,"Lato corto, preferenza recul maggiore",Hinged scars,0,1,0,2,No
RF.c_267,D3b,D3b base,66,c,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,52,39.5,27.20000076,NA,NA,NA,NA,Undetermined,Flake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Multidirectional,Multidirectional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,No
RF.c_27,A2,A2,128,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Base;Flaking surface;Lateral left;Lateral right,10037.7,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,116.0999985,68,60,141272.1719,16536.13695,70,NA,Nodule,Blade,1,1,3,2,5,1,NA,NA,Primary flaking,Cortical,Unidirectional,Sub-parallel,Straight,NA,Crest,NA,NA,NA,NA,NA,41,26.79999924,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,61,84,NA,Reshaped (tablet visible),Flaking,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars;Raw material,0,1,0,1,Yes
RF.c_28,A2,A2,35,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Base;Flaking surface;Lateral left;Lateral right,4436.1,Core,No,FALSE,Tested,Tested,Tested,Tested,95,65,30,61286.82422,10795.48294,NA,NA,Slab,Blade-Flake,NA,NA,5,1,6,0,0,0,NA,Cortical,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quality;Raw material,0,1,0,1,Yes
RF.c_289,D3b,D3b-A1,48,a,Scaglia.Rossa,SR,FALSE,FALSE,FALSE,1-33%,Back,106.4,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,26.5,13.5,17,2949.557129,1252.94111,26.5,NA,Undetermined,Bladelet-Flake,2-unrelated,2,14,2,16,0,4,0,NA,2 exploited faces,Unidirectional,Sub-parallel,Convex,NA,Flake,NA,NA,NA,NA,NA,14,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,Plain,NA,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,NA,1,1,0,2,Yes
RF.c_29,A2,A2,87,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Flaking surface;Lateral left;Lateral right,4661.8,Core,No,FALSE,Tested,Tested,Tested,Tested,63.70000076,47,19.70000076,25819.76367,6283.620867,NA,NA,Slab,Bladelet,NA,NA,3,1,4,NA,NA,NA,Decortification,Cortical,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undetermined,NA,NA,NA,NA,Yes
RF.c_294,D3d.base,D3d base,48,a,Scaglia.Rossa,SR,FALSE,FALSE,FALSE,1-33%,Base,765.98,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,42.9,28.5,23.9,19906.9375,4641.780772,42.9,NA,Flake,Blade-Bladelet,2-unrelated,2,13,0,13,1,2,4,NA,Ventral face,Unidirectional,Sub-parallel,NA,NA,Blade,NA,NA,NA,NA,NA,41.6,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,Plain,NA,NA,NA,NA,NA,NA,NA,"Lato corto, preferenza recul maggiore;Maggiore lunghezza",NA,0,1,2,1,Yes
RF.c_30,A2,A2,100,NA,Maiolica,B1,NA,NA,NA,33-66%,Back;Base,19329.6,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,55.59999847,92.5,43.29999924,93038.63281,12847.44693,55.59999847,92.5,Nodule,Blade-Flake,1,1,9,1,10,1,NA,3,Primary flaking,Cortical,Unidirectional,Sub-parallel,Straight,NA,Flake,Blade,NA,NA,NA,NA,20,23.5,53.59999847,25.70000076,NA,NA,NA,NA,Straight,Torse,NA,NA,Axial,Off-axis left,NA,NA,Hinged,Plunging,NA,NA,60,64,NA,Plain,None,NA,NA,Lateral comma-like flake,Flaking surface oblique,NA,NA,"Lato corto, preferenza recul maggiore",Flat surface;Hinged scars,0,1,2,2,Yes
RF.c_31,A2,A2,87,NA,Maiolica,B,NA,NA,NA,1-33%,Base,2420.3,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,74.40000153,66.69999695,54.29999924,146608.1406,16840.87946,62.29999924,53.29999924,Block,Blade,1,1,19,5,24,NA,NA,NA,Primary flaking,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,33,25.60000038,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,82,82,NA,Plain,None,NA,NA,Debordant flake,Flaking surface axial,Flake,Left axial,Maggiore lunghezza,Hinged scars;Quality;Raw material,1,1,2,2,Yes
RF.c_315,D3d.base,D3d base,69,f,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Lateral right,936.1,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,31,23.29999924,39.70000076,9895.991211,2990.647853,23.70000076,14,Undetermined,Bladelet,1,1,3,1,4,0,2,0,Primary flaking,Joint surface,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,NA,NA,NA,NA,NA,19,11,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,76,75,NA,Plain,NA,NA,NA,NA,NA,NA,NA,"Lato corto, preferenza recul maggiore",Hinged scars,2,2,4,4,Yes
RF.c_316,D3d.base,D3d base,78,h,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,19.10000038,14.60000038,37.29999924,4841.54834,1813.712525,19.10000038,12.69999981,Flake,Bladelet,1,1,2,1,3,0,1,1,Primary flaking,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,16.79999924,13.10000038,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,50,76,NA,Plain,NA,NA,NA,NA,NA,NA,NA,"Lato corto, preferenza recul maggiore",NA,3,2,3,4,Yes
RF.c_317,D3a,D3a,40,a,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,37.09999847,18.60000038,21,7748.180664,2564.575676,30.79999924,12.60000038,Undetermined,Bladelet-Flake,1,1,7,3,10,0,2,0,Primary flaking,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,8.3,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,71,NA,Reshaped (tablet visible),NA,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,NA,1,2,3,3,Yes
RF.c_32,A2,A2,90,NA,Maiolica,B2-4,NA,NA,NA,66-99%,NA,NA,Core,No,FALSE,Tested,Tested,Tested,Tested,76.30000305,50.5,30.60000038,NA,NA,NA,NA,Block,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cortical,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw material,2,2,2,5,No
RF.c_33,A2,A2,60,NA,Maiolica,B1,NA,NA,NA,1-33%,NA,1891,Core,No,FALSE,Tested,Tested,Tested,Tested,69,47,48,54821.19141,9015.341545,NA,NA,Nodule,Blade-Flake,NA,NA,15,3,18,NA,NA,NA,Decortification,Natural,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,Yes
RF.c_34,A2,A2,35,NA,Scaglia.Variegata,SV,NA,NA,NA,66-99%,Back;Base,2695.9,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,67.30000305,35,70,66815.59375,10722.12641,65.59999847,28.60000038,Slab,Blade-Flake,1,1,8,1,9,NA,NA,2,Primary flaking,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,31.7,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,74,NA,Plain,None,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Raw material,0,1,3,3,Yes
RF.c_35,A2,A2,96,NA,Maiolica,B2-4,NA,NA,NA,33-66%,NA,5119.7,Core,No,FALSE,Tested,Tested,Tested,Tested,47.40000153,84.09999847,53.20000076,105553.9922,13693.72956,47.4,NA,Nodule,Blade-Flake,NA,NA,9,2,11,NA,NA,NA,NA,Natural,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw material,2,1,3,3,Yes
RF.c_36,A2,A2cp,92,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,37.29999924,30.29999924,21.39999962,10990.63379,2868.961044,32.59999847,28.39999962,Undetermined,Bladelet,1,1,17,1,18,0,8,NA,NA,Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,30.10000038,7.400000095,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,78,53,NA,Reshaped (tablet visible),Abraded,NA,NA,Debordant bladelet,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars,1,2,3,3,Yes
RF.c_37,A2,A2,67,NA,Maiolica,SV,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,47.09999847,61.5,21,32886.20313,6627.417506,46.5,61.79999924,Undetermined,Blade-Bladelet,1,1,27,2,29,2,9,NA,NA,Scars;Ventral face,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,29.10000038,10.80000019,40,12.89999962,NA,NA,NA,NA,Slightly curved,Slightly curved,NA,NA,Off-axis right,Axial,NA,NA,Straight,Irregular,NA,NA,83,79,NA,Reshaped (tablet visible),Abraded,NA,NA,Flake;Overshot laminar,Distal perpendicular;Flaking surface oblique,Bladelet,Right oblique,Maggiore lunghezza,Undetermined,1,1,6,3,Yes
RF.c_38,A1,A1,60,NA,Maiolica,B1,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,29.60000038,30.70000076,23.20000076,7439.230469,2311.754573,29.60000038,30.70000076,Undetermined,Bladelet,2-unrelated,2,20,2,22,0,11,0,NA,Scars,Unidirectional,Convergent,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,18.70000076,12.10000038,19.39999962,8.5,26.20000076,6.400000095,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Off-axis left,NA,NA,Convergent,Convergent,NA,NA,79,60,78,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),Abraded,Bladelet;Flake;Lateral comma-like bladelet,Distal oblique;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,0,2,6,4,Yes
RF.c_39,A1,A1tetto,71,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Base,238.7,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,41.40000153,45.5,21,18531.71289,4417.19842,40.20000076,20.60000038,Undetermined,Bladelet,2-unrelated,2,21,2,23,1,10,0,NA,Crest;Ventral face,Unidirectional,Sub-parallel,Slightly-Convex,Straight,Bladelet,Bladelet,Bladelet,Blade,41.40000153,32.40000153,38.29999924,7.099999905,20.60000038,5.900000095,40.40000153,9.899999619,39.20000076,14.69999981,Slightly curved,Straight,Slightly curved,Straight,Axial,Axial,Axial,Off-axis left,Convergent,Convergent,Straight,Irregular,81,78,55,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),Abraded,Flake;Lateral coma-like blade,Distal oblique;Flaking surface axial,NA,NA,Maggiore lunghezza,Flat surface,2,4,3,4,Yes
RF.c_40,A2,A2,66,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back;Lateral left,555.04,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,65.5,58.20000076,33.59999847,42271.98047,7585.507339,60.90000153,40.79999924,Block,Blade-Bladelet,1,1,20,3,23,1,6,0,NA,Prepared,Unidirectional,Convergent,Slightly-Convex,NA,Blade,Bladelet,NA,NA,NA,NA,34.70000076,12.19999981,54.40000153,11,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Off-axis right,NA,NA,Hinged,Convergent,NA,NA,69,50,NA,Reshaped (tablet visible),Abraded,NA,NA,Flake,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,1,1,2,6,Yes
RF.c_41,A2,A2,110,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Lateral left;Lateral right,1431.98,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,55.20000076,37.90000153,44.40000153,23893.23242,4873.450854,55.20000076,35.5,Nodule,Blade-Bladelet,2-opposed,1,19,1,20,2,7,0,NA,Cortical,Bidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,29.39999962,6.5,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,84,61,66,Plain,Abraded,Cortical,Abraded,Bladelet;Overshot laminar,Distal oblique;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,1,1,3,3,Yes
RF.c_42,A1,A1tetto,72,NA,Maiolica,B2-4,NA,NA,NA,33-66%,Back;Base,1481.01,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,34.90000153,48.20000076,54,31210.86719,6109.6239,32.29999924,28.20000076,Nodule,Bladelet,1,1,17,1,18,0,9,2,Primary shaping,Cortical,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,30.39999962,10.80000019,26.70000076,8.199999809,NA,NA,NA,NA,Curved,Curved,NA,NA,Axial,Axial,NA,NA,Plunging;Straight,Straight,NA,NA,90,75,NA,Plain,Abraded,NA,NA,Overshot laminar,Flaking surface axial,Flake,Left oblique;Right oblique,"Lato corto, preferenza recul maggiore",Hinged scars,NA,NA,NA,NA,Yes
RF.c_43,A1,A1tetto,63,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,1594.37,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,48.40000153,36.09999847,38.20000076,42326.77344,7143.289088,46.40000153,32.29999924,Nodule,Blade-Bladelet,1,1,15,2,17,0,9,0,NA,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,19.60000038,8,32.09999847,8.100000381,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Hinged,Convergent,NA,NA,78,74,NA,Reshaped (tablet visible),Abraded,NA,NA,Debordant bladelet;Overshot laminar,Flaking surface axial;Proximal axial,NA,NA,Maggiore lunghezza,Hinged scars,2,3,5,4,Yes
RF.c_44,A1,A1,61,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral right,112.75,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,43.59999847,27.70000076,27.79999924,14759.75586,3591.239359,41.70000076,23.29999924,Block,Blade-Bladelet,1,1,27,1,28,1,10,0,Shaping-out,Crest,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,19.89999962,5.699999809,22.29999924,5.699999809,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,80,64,NA,Plain,Abraded,NA,NA,Blade,Flaking surface axial,Crest;Flake,Left perpendicular;Right axial,Maggiore lunghezza,Hinged scars,0,1,4,3,Yes
RF.c_45,A2,A2,106,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,537.9,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,33.70000076,32.90000153,25.70000076,12671.07422,3020.519463,26,28.39999962,Nodule,Bladelet,1,1,18,2,20,0,6,0,Decortification,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,20.10000038,7.400000095,18.5,7.300000191,NA,NA,NA,NA,Torse,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,73,65,NA,Dihedral flat,Abraded,NA,NA,Debordant bladelet;Flake,Flaking surface axial;Proximall oblique,Flake,Right axial,Maggiore lunghezza,Hinged scars,0,1,1,2,Yes
RF.c_46,A2,A2,102,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,44.59999847,37.59999847,21,14560.2627,3882.471855,41.3,39.40000153,Undetermined,Bladelet,1,1,16,6,22,0,4,0,NA,Scars,Unidirectional,Sub-parallel,Straight,NA,Bladelet,Bladelet,NA,NA,33.09999847,NA,31.29999924,11.30000019,31.5,10.30000019,NA,NA,NA,NA,Straight,Straight,NA,NA,Off-axis right,Off-axis left,NA,NA,Convergent,Convergent,NA,NA,78,65,NA,Faceted,Abraded,NA,NA,NA,NA,Crest;Flake,Left perpendicular;Right perpendicular,Maggiore lunghezza,Flat surface,1,2,4,3,Yes
