ID,volume,surface,mesh
RF.b_1615,83.3687439,176.0265145,Yes
RF.b_1616,129.7735748,247.0262061,Yes
RF.b_1617,97.16868591,205.3903595,Yes
RF.b_1618,124.1959229,211.6607621,Yes
RF.b_1619,288.6137695,460.4454144,Yes
RF.b_1622,76.38156891,165.6767915,Yes
RF.b_1623,82.94817352,189.74748,Yes
RF.b_1624,143.9745789,261.294625,Yes
RF.b_1626,73.92546844,159.2423581,Yes
RF.b_1629,55.14675522,131.5340197,Yes
RF.b_1630,215.1668701,379.6546355,Yes
RF.b_1632,252.1027527,373.2213283,Yes
RF.b_1635,225.4057922,442.4342194,Yes
RF.b_1636,152.049881,308.5599788,Yes
RF.b_1637,105.6975861,272.4155902,Yes
RF.b_1638,909.0025635,1016.713477,Yes
RF.b_1639,253.5668945,379.0729035,Yes
RF.b_1640,196.4940796,359.0532088,Yes
RF.b_1641,637.4092407,725.5392954,Yes
RF.b_1642,460.6521301,712.5477723,Yes
RF.b_1643,361.1677551,555.8783114,Yes
RF.b_1644,582.3635864,814.6264082,Yes
RF.b_1645,1324.431763,1360.460671,Yes
RF.b_1646,706.7047119,865.9507277,Yes
RF.b_1648,1141.044067,1158.589772,Yes
RF.b_1649,1130.801758,1409.724571,Yes
RF.b_1650,203.8583527,388.8888299,Yes
RF.b_1651,569.8411865,775.1437739,Yes
RF.b_202,7215.463379,3687.971569,Yes
RF.b_206,7161.527344,3344.491935,Yes
RF.b_207,2413.340088,2120.61041,Yes
RF.b_21,3272.430176,2506.837961,Yes
RF.b_211,6126.20166,3814.807989,Yes
RF.b_223,2977.631348,1757.298916,Yes
RF.b_2280,377.2156067,586.678405,Yes
RF.b_2281,633.666748,895.9536194,Yes
RF.b_2282,488.0178833,796.860298,Yes
RF.b_2291,131.7337646,244.1006862,Yes
RF.b_2296,591.1015625,800.3017666,Yes
RF.b_2304,574.4654541,678.2972577,Yes
RF.b_2357,120.5703735,263.4795702,Yes
RF.b_24,4288.853516,2699.735135,Yes
RF.b_2416,461.0318298,585.653744,Yes
RF.b_2426,1011.923157,1086.751277,Yes
RF.b_2427,1517.864014,1488.35645,Yes
RF.b_2428,116.1992264,268.6887263,Yes
RF.b_2465,900.5665283,918.0587727,Yes
RF.b_2477,265.4290771,555.8473238,Yes
RF.b_2481,98.17823792,257.3984121,Yes
RF.b_2490,675.5114136,833.7290885,Yes
RF.b_2498,592.9230347,676.7523552,Yes
RF.b_25,2372.125977,1837.712121,Yes
RF.b_2521,252.873642,421.1617317,Yes
RF.b_2602,338.9581604,547.9120323,Yes
RF.b_2727,491.1552124,664.5140428,Yes
RF.b_278,7275.846191,2822.165524,Yes
RF.b_284,5508.197754,2208.787856,Yes
RF.b_285,6766.569824,2852.607279,Yes
RF.b_286,1408.8927,959.7523057,Yes
RF.b_302,1988.741333,1352.63614,Yes
RF.b_31,1236.834839,1170.09981,Yes
RF.b_324,8329.889648,3398.791826,Yes
RF.b_339,4119.180664,2049.233132,Yes
RF.b_354,1273.053589,885.454309,Yes
RF.b_3733,15913.77344,4685.227074,Yes
RF.b_40,1221.238647,1117.799814,Yes
RF.b_4087,120.4636307,234.890462,Yes
RF.b_4114,102.9416504,209.9771884,Yes
RF.b_4124,2110.514404,1849.63363,Yes
RF.b_4125,2020.713013,1937.812491,Yes
RF.b_4126,1402.946411,1618.018537,Yes
RF.b_4140,788.461792,1114.06973,Yes
RF.b_4142,1010.294678,1076.927145,Yes
RF.b_4172,131.4978943,278.8946762,Yes
RF.b_4178,694.0354004,712.4617588,Yes
RF.b_4215,1113.125732,1080.313703,Yes
RF.b_4216,875.8886719,965.0332459,Yes
RF.b_4220,2838.000977,2054.099332,Yes
RF.b_4251,949.9386597,1190.740164,Yes
RF.b_4270,390.097168,505.9842373,Yes
RF.b_4299,389.8163452,632.4013542,Yes
RF.b_4344,455.1174927,501.4088597,Yes
RF.b_4413,552.4464111,671.3102121,Yes
RF.b_442,651.9435425,753.8576747,Yes
RF.b_4425,339.9841309,524.6671753,Yes
RF.b_4426,386.9177551,543.1502992,Yes
RF.b_4427,561.4089355,649.4838761,Yes
RF.b_4470,254.0212097,428.2153365,Yes
RF.b_4490,200.4996185,328.558449,Yes
RF.b_4501,4272.984375,2431.871949,Yes
RF.b_4532,945.4864502,1022.862118,Yes
RF.b_4561,2536.852539,2036.016638,Yes
RF.b_4589,527.7451172,781.4391248,Yes
RF.b_4606,472.6414795,616.2307413,Yes
RF.b_4624,239.0313416,386.0133553,Yes
RF.b_4636,2617.370605,2100.916489,Yes
RF.b_4665,239.7881775,405.1327804,Yes
RF.b_4697,65.99559784,156.5577351,Yes
RF.b_475,2856.960693,2367.29193,Yes
RF.b_4752,360.3477478,517.6096556,Yes
RF.b_4948,5143.905762,2768.5789,Yes
RF.b_4966,1548.411865,1550.243855,Yes
RF.b_4977,640.3032227,614.7681516,Yes
RF.b_5025,1262.771973,988.3392464,Yes
RF.b_5043,424.0910645,527.2675752,Yes
RF.b_5074,298.3956604,450.566066,Yes
RF.b_5150,563.6747437,696.7701979,Yes
RF.b_5155,837.706604,937.1718532,Yes
RF.b_5169,1829.779541,1848.753217,Yes
RF.b_5174,1016.727478,1117.377806,Yes
RF.b_5175,695.7091064,850.1999052,Yes
RF.b_5176,383.3549805,512.7841441,Yes
RF.b_5178,1137.789917,1116.831124,Yes
RF.b_5180,868.8791504,1021.492561,Yes
RF.b_5181,563.9356079,727.5897956,Yes
RF.b_5185,1679.073608,1312.259059,Yes
RF.b_5187,3490.004883,2520.383562,Yes
RF.b_5194,4064.766357,2553.633912,Yes
RF.b_5195,482.5635071,658.6348882,Yes
RF.b_5199,211.4329834,439.2355407,Yes
RF.b_5202,925.5897217,1113.571782,Yes
RF.b_5204,444.0677795,713.7110005,Yes
RF.b_5207,7351.072754,3370.871159,Yes
RF.b_5209,2153.94043,1878.957484,Yes
RF.b_5210,809.0708618,874.6981261,Yes
RF.b_5213,46.14324188,134.1711157,Yes
RF.b_5215,8231.924805,3435.258467,Yes
RF.b_5216,519.7709961,811.1916947,Yes
RF.b_5219,1427.489868,1747.761508,Yes
RF.b_5221,1865.582886,1673.626964,Yes
RF.b_5222,2861.224365,2144.284159,Yes
RF.b_5225,683.0066528,740.8877534,Yes
RF.b_5226,1288.183472,1259.312068,Yes
RF.b_5228,2093.47876,1629.96981,Yes
RF.b_5229,375.1860352,587.0013643,Yes
RF.b_5231,291.0777893,451.0322359,Yes
RF.b_5232,1865.140747,1621.551002,Yes
RF.b_5234,6038.416992,2876.657733,Yes
RF.b_5238,2302.323242,1517.081881,Yes
RF.b_5240,1280.2854,1152.745159,Yes
RF.b_5244,1735.137451,1909.190404,Yes
RF.b_5245,658.6965332,848.9994388,Yes
RF.b_5247,1046.862183,1089.470402,Yes
RF.b_5249,716.7218628,873.8073605,Yes
