"ID","unit","unit.extended","square","sub.square","raw.material","raw.material.extended","termal.alteration","class","blank","technology","technology.extended","cortex","cortex.y.n","cortex.position","preservation","preservation.extended","length","width","thickness","elongation","robustness","platform.width","platform.thickness","platformW.T.","platform.type","platform.shape","platform.angle","dorsal.thinning","bulb","bulb.type","bulbar.scar","lip","lip.type","curvature","torsion","cross.section","cross.section.symmetry","scar.count","axiality","scar.pattern","distal.end","distal.end.profile","blank.shape","bladelet.neg.blade","blade.neg.flake","typology","typology.reduced","retouch.position","dorsal.retouch.localization","ventral.retouch.localization","retouch.length"
"RF.b_1289","A2","A2","101","d","Undetermined",NA,TRUE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,4.40000009536743,1.29999995231628,0,3.38461558212192,1.39999997615814,0.5,2.79999995231628,"Linear","Linear","60","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional transverse",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1291","A2","A2","96","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Proximal",NA,8.30000019073486,2.09999990463257,0,3.95238122269681,4,1,4,"Plain","Rectangular","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1335","A2","A2","108","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,8.89999961853027,2.5,0,3.55999984741211,3.59999990463257,1.5,2.39999993642171,"Plain","Oval","60","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1338","A2","A2tetto","128",NA,"Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.19999980926514,1.5,0,4.13333320617676,1.39999997615814,0.800000011920929,1.74999994412064,"Plain","Oval","60","Abrasion;Pointed scars",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1342","A2","A2","98","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,5.30000019073486,1.60000002384186,0,3.31250006984919,1.5,0.800000011920929,1.87499997206032,"Plain","Triangular","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1343","A2","A2","107","a","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,8.69999980926514,2.09999990463257,0,4.14285724017085,1.60000002384186,0.899999976158142,1.77777785136376,"Plain","Oval","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1359","A2","A2","98","f","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.90000009536743,1.29999995231628,0,5.30769257573689,3,0.899999976158142,3.33333342163651,"Plain","Rectangular","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1363","A2","A2","98","e","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,5.59999990463257,1.39999997615814,0,4.00000000000001,2.40000009536743,0.800000011920929,3.0000000745058,"Plain","Oval","90","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Polyhedral",TRUE,3,NA,"Unidirectional convergent",NA,NA,"Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1369","A2","A2","120","g","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.80000019073486,1.60000002384186,0,4.25000005587935,1.79999995231628,0.800000011920929,2.24999990686774,"Plain","Oval","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1381","A2","A2cp","92","d","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,3.5,1,0,3.5,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1388","A2","A2","102","d","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,8.69999980926514,1.89999997615814,0,4.57894732549251,2.40000009536743,1.39999997615814,1.71428581159942,"Plain","Oval","75","Abrasion",TRUE,"Pronounced",FALSE,TRUE,"Moderate","Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,"Partial left",NA
"RF.b_1395","A2","A2","125","h","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",26.6000003814697,6.5,2.59999990463257,4.09230775099534,2.50000009169946,2.20000004768372,0.300000011920929,7.33333320087858,"Linear","Linear","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Straight","0","Lateral steep",FALSE,1,"Off-axis left","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1402","A2","A2","98","e","Other","Eoc1",FALSE,"Blank","Blade","Maintenance","Lateral blade","0%","no",NA,"Complete","Complete",48,13.5,4,3.55555555555556,3.375,3.29999995231628,1.79999995231628,1.83333335540913,"Plain","Oval","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Straight","2R","Lateral steep",FALSE,1,"Off-axis right","Unidirectional parallel","Pointed","Step","Sub-parallel",TRUE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_1405","A2","A2","90","f","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,9,3.29999995231628,0,2.72727276668076,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Lateral steep",FALSE,2,NA,"Unidirectional convergent",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct","Base;Continuous bilateral",NA,NA
"RF.b_1416","A1","A1","90",NA,"Undetermined",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Distal","Distal",NA,5.5,1.70000004768372,0,3.2352940268995,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,"Continuous left",NA
"RF.b_1424","A2R","A2R","127","c","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",40.7999992370605,11.3999996185303,3.59999990463257,3.57894742125618,3.16666664459088,3,0.200000002980232,14.9999997764826,"Linear","Linear","75","Abrasion;Pointed scars",FALSE,NA,FALSE,TRUE,"Moderate","Curved","1R","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Pointed","Pointed","Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1429","A2","A2tetto","128",NA,"Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.19999980926514,1.20000004768372,0,5.16666630241606,0.5,0.400000005960464,1.24999998137355,"Plain","Punctiform","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Moderate","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct","Base;Continuous bilateral",NA,NA
"RF.b_1431","A2","A2","92","a","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,5.90000009536743,2.09999990463257,0,2.80952398252596,1.79999995231628,0.800000011920929,2.24999990686774,"Plain","Oval","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1433","A2","A2","91","f","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.09999990463257,1.39999997615814,0,4.35714286322497,1.20000004768372,0.699999988079071,1.71428581159943,"Plain","Oval","60","Abrasion;Pointed scars",TRUE,"Moderate",FALSE,TRUE,"Moderate","Straight","0","Triangular",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1438","A2","A2","115","a","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Proximal",NA,9.30000019073486,3.59999990463257,0,2.5833334547502,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",FALSE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1439","A2","A2","91",NA,"Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,5,1.29999995231628,0,3.84615398722995,3,0.200000002980232,14.9999997764826,"Linear","Linear","75","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1464","A2","A2","116","h","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",24.2999992370605,8.5,1.79999995231628,2.85882343965418,4.7222223473184,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform","60","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1465","A2","A2","97","f","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",16.2999992370605,4,1.20000004768372,4.07499980926513,3.33333320087856,2,0.200000002980232,9.9999998509884,"Linear","Linear","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Straight","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1466","A2","A2","97","d","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",28,5.5,1.60000002384186,5.09090909090909,3.43749994877725,1.60000002384186,0.200000002980232,8.00000000000002,"Linear","Linear","60","Abrasion;Hinged scars",TRUE,"Moderate",FALSE,TRUE,"Moderate","Curved slightly","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1481","A1","A1","107","h","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Mesial","Mesial",NA,8.39999961853027,1,0,8.39999961853027,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Flat",TRUE,3,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,"Continuous left",NA
"RF.b_1486","A2","A2","117","c","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Distal","Mesio-distal",NA,10.8999996185303,2.20000004768372,0,4.95454517376325,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Irregular","Feathered","Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,"Continuous left",NA
"RF.b_1488","A2","A2","98","b+e","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,4.90000009536743,0.899999976158142,0,5.44444469463679,2.40000009536743,0.200000002980232,12.0000002980232,"Linear","Linear","75","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1494","A2","A2","128","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",30,9.89999961853027,1.79999995231628,3.03030314706757,5.49999993377263,3.20000004768372,1.20000004768372,2.66666660043928,"Plain","Rectangular","75","Abrasion;Pointed scars",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,2,"Axial","Unidirectional convergent","Irregular","Feathered","Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1501","A2","A2","105","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,5.59999990463257,2.20000004768372,0,2.54545444693447,3,0.800000011920929,3.74999994412065,"Plain","Oval","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1502","A2","A2","97","f","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.19999980926514,2.79999995231628,0,2.21428568387519,2.70000004768372,1.29999995231628,2.07692318978396,"Plain","Oval","60","No",FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Trapezoidal",FALSE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1515","A2","A2","101","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,11.5,2.59999990463257,0,4.42307708531442,2,1,2,"Plain","Oval","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1518","A2","A2cp","92","e","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",19,4.19999980926514,1.20000004768372,4.52380972924957,3.49999970197678,2.70000004768372,0.400000005960464,6.75000001862647,"Linear","Linear","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Pointed","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1523","A2","A2","95","d","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",22.6000003814697,5.80000019073486,1.5,3.89655166176922,3.86666679382324,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1526","A2","A2","110","d","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,6.19999980926514,1.29999995231628,0,4.769230797446,3,0.200000002980232,14.9999997764826,"Linear","Linear","60","Pointed scars",FALSE,NA,FALSE,TRUE,"Pronounced","Curved","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1531","A2","A2","95","b","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Almost-complete",34.2999992370605,6.5,2.20000004768372,5.27692295954777,2.9545453905074,0.800000011920929,0.600000023841858,1.33333330021964,"Plain","Oval","75","Abrasion",FALSE,NA,TRUE,TRUE,"Pronounced","Curved slightly","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Pointed","Pointed","Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1534","A2","A2cp","91","c","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",33.5999984741211,7.5,2.70000004768372,4.47999979654948,2.77777772872045,5.09999990463257,1.70000004768372,2.99999985975377,"Plain","Oval","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Irregular","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1536","A2","A2cp","102","h","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",35.5999984741211,7.19999980926514,2,4.94444436349986,3.59999990463257,3.59999990463257,0.5,7.19999980926514,"Linear","Linear","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Lateral steep",FALSE,2,"Axial","Unidirectional convergent","Irregular","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1537","A2R","A2R","137","b","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",23.2999992370605,6.30000019073486,2,3.69841246534037,3.15000009536743,1.89999997615814,0.600000023841858,3.16666650109821,"Plain","Oval","60","Abrasion;Hinged scars",FALSE,NA,TRUE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1539","A2","A2","106","g","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",15.8000001907349,6.5,1.10000002384186,2.43076926011306,5.9090907810148,1.70000004768372,0.200000002980232,8.50000011175874,"Linear","Linear","60","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Irregular","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1540","A2","A2","120","f","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",29,4.19999980926514,1.10000002384186,6.9047622183283,3.81818156202963,1.5,0.699999988079071,2.14285717934978,"Plain","Oval","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Plunging","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Inverse",NA,NA,NA
"RF.b_1542","A2","A2","95","g","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",35,9.5,2.40000009536743,3.68421052631579,3.95833317604331,2,1.20000004768372,1.66666660043928,"Plain","Rectangular","90","No",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","1R","Triangular",TRUE,1,"Axial","Unidirectional parallel","Irregular","Feathered","Irregular",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1544","A2","A2","96","a","Scaglia.Rossa",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",18.7999992370605,4.30000019073486,2,4.37209265189535,2.15000009536743,2.29999995231628,0.200000002980232,11.4999995902181,"Linear","Linear","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1545","A2","A2","125","d","Scaglia.Variegata",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",20.3999996185303,4.69999980926514,0.899999976158142,4.34042562689378,5.22222214863624,2,0.200000002980232,9.9999998509884,"Linear","Linear","75","No",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1547","A2","A2","100","e","Scaglia.Rossa",NA,FALSE,"Tool","Bladelet","Semi-cortical","Bladelet","1-33%","yes","Distal","Complete","Complete",32.4000015258789,8.30000019073486,2,3.90361455196669,4.15000009536743,1,0.5,2,"Plain","Oval","60","Abrasion;Laminar scars",FALSE,NA,FALSE,TRUE,"Moderate","Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Irregular","Step","Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1550","A2","A2","90","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",19.7000007629395,5.59999990463257,1.5,3.51785733900509,3.73333326975505,2.79999995231628,0.100000001490116,27.9999991059303,"Linear","Linear","75","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1551","A2","A2","100","b","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",26,5.80000019073486,1.5,4.48275847327271,3.86666679382324,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1553","A2","A2","96","g","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",13.6000003814697,3.70000004768372,0.800000011920929,3.67567573140535,4.62499999068678,0.5,0.300000011920929,1.66666660043929,"Punctiform","Punctiform","60","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1556","A2R","A2R","146","g","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",16.7999992370605,3.70000004768372,0.600000023841858,4.5405402758245,6.16666650109822,1,0.800000011920929,1.24999998137355,"Plain","Oval","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1558","A2","A2","136","f","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,4.19999980926514,0.899999976158142,0,4.66666657836349,0.300000011920929,0.300000011920929,1,"Punctiform","Punctiform","75","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
"RF.b_1562","A2","A2","105","i","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Proximal","Mesio-proximal",NA,10.8999996185303,1.79999995231628,0,6.0555555040454,1.60000002384186,0.899999976158142,1.77777785136376,"Plain","Triangular","60","Abrasion;Hinged scars",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1564","A2","A2","92","g","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",27,6.19999980926514,2,4.35483884364832,3.09999990463257,2.79999995231628,0.200000002980232,13.9999995529652,"Linear","Linear","60","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Pointed","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Alternate",NA,NA,NA
"RF.b_1568","A2","A2","96","g","Maiolica",NA,FALSE,"Tool","Bladelet","Optimal","Bladelet","0%","no",NA,"Complete","Complete",17.5,5,1.10000002384186,3.5,4.54545444693447,4,1.70000004768372,2.35294111047236,"Plain","Oval","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Pointed","Feathered","Convergent",FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,NA
