ID,Scanner,Spit,Raw_material,Class,Blank,Technology,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,Core_classification
Ca_199,Artec.Spider,AU10,Chert,Tool,Flake,Optimal,0%,Complete,3253.911133,2058.968424,45,28,7,NA
Ca_203,Artec.Spider,AU11,Chert,Tool,Flake,Optimal,0%,Complete,492.0076294,468.4737607,16.79999924,15.69999981,4.099999905,NA
Ca_204,Artec.Spider,AU11,Chert,Core,Other,Other,1-33%,Other,46434.75391,9244.392112,65.5,57.59999847,22.39999962,Multidirectional
Ca_205,Artec.Spider,AU13,Chert,Core,Other,Other,0%,Other,37161.23828,7347.983515,62.29999924,46.79999924,35,Multidirectional
Ca_207,Artec.Spider,AU13,Quartzite,Core,Other,Other,33-66%,Other,42735.57422,7314.789655,60,49.70000076,36.09999847,Discoid
Ca_209,Artec.Spider,AU13,Quartzite,Core,Other,Other,33-66%,Other,14500.42969,3984.724525,41,42,18,Parallel
Ca_210,Artec.Spider,AU11,Chert,Core,Other,Other,33-66%,Other,17116.44922,4079.56438,46.29999924,39.70000076,23,Parallel
Ca_211,Artec.Spider,AU13,Chert,Core,Other,Other,1-33%,Other,6799.277344,2428.551247,31.10000038,35,14.30000019,Parallel
Ca_212,Artec.Spider,AU11,Chert,Core,Other,Other,66-99%,Other,12775.79297,3585.533624,45,37,18,Bipolar
Ca_213,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,4747.069336,1775.500593,17.39999962,25,32,Platform flake
Ca_214,Artec.Spider,AU12,Jasper,Core,Other,Other,33-66%,Other,90452.41406,13550.67369,71.30000305,69.19999695,34.70000076,Multidirectional
Ca_215,Artec.Spider,AU12,Chert,Core,Other,Other,66-99%,Other,73711.83594,9995.765123,55,50,43,Tested
Ca_216,Artec.Spider,AU12,Chert,Core,Other,Other,33-66%,Other,15214.80371,3688.450149,43,31,30,Multidirectional
Ca_217,Artec.Spider,AU12,Siliceous limestone,Core,Other,Other,33-66%,Other,24631.63672,5496.840507,61,35.70000076,26.20000076,Multidirectional
Ca_218,Artec.Spider,AU12,Jasper,Core,Other,Other,66-99%,Other,13073.15723,3410.762187,29,39.40000153,22.29999924,Platform flake
Ca_219,Artec.Spider,AU13,Chert,Core,Other,Other,33-66%,Other,10192.83105,2792.894525,34,33.40000153,22,Multidirectional
Ca_220,Artec.Spider,AU12,Chert,Core-Tool,Other,Other,33-66%,Other,23480.46094,5354.010323,29,41.09999847,52,Initial
Ca_221,Artec.Spider,AU13,Chert,Core,Other,Other,66-99%,Other,15202.92969,3508.623535,33.5,38.70000076,26.5,Initial
Ca_222,Artec.Spider,AU13,Chert,Core-Tool,Other,Other,0%,Other,8123.443359,2477.115906,24.39999962,32.09999847,23.29999924,Carinated
Ca_223,Artec.Spider,AU13,Siliceous limestone,Core,Other,Other,33-66%,Other,40897.13281,7278.911756,49,49.29999924,31.70000076,Platform flake
Ca_224,Artec.Spider,AU12,Chert,Core,Other,Other,33-66%,Other,43546.51953,8477.493176,40,49,66.30000305,Initial
Ca_225,Artec.Spider,AU11,Siliceous limestone,Core,Other,Other,66-99%,Other,36428.96484,6680.714103,58.70000076,31.10000038,40,Tested
Ca_226,Artec.Spider,AU12,Jasper,Pebble,Other,Other,66-99%,Other,18894.06836,3854.974385,39.5,33,32.70000076,NA
Ca_227,Artec.Spider,AU12,Jasper,Core,Other,Other,66-99%,Other,9530.813477,2708.96767,28,32.59999847,20.10000038,Tested
Ca_228,Artec.Spider,AU11,Chert,Core,Other,Other,66-99%,Other,14745.81152,3650.45025,33.79999924,34.59999847,26,Bipolar
Ca_229,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,7082.588379,2800.22926,45.20000076,33.09999847,12.89999962,Bipolar
Ca_230,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,5085.79834,2135.094729,25,34.59999847,12.39999962,Bipolar
Ca_231,Artec.Spider,AU13,Chert,Core,Other,Other,1-33%,Other,4181.955078,1632.590255,35,21,14.5,Bipolar
Ca_232,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,5084.104004,1827.887081,28.39999962,27,16.29999924,Bipolar
Ca_233,Artec.Spider,AU13,Chert,Core,Flake,Maintenance,0%,Complete,2659.619629,1242.070538,27.70000076,18,15.89999962,Bipolar
Ca_234,Artec.Spider,AU13,Jasper,Core,Other,Other,1-33%,Other,2685.308594,1360.905467,31.89999962,18.60000038,10.10000038,Bipolar
Ca_235,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,2934.264404,1385.55642,33.79999924,18.70000076,13,Bipolar
Ca_236,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,3401.877197,1396.987018,17.70000076,30.70000076,16,Bipolar
Ca_237,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,1844.560913,1019.016758,23.60000038,16.79999924,13.60000038,Bipolar
Ca_238,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,2138.616699,1084.460018,16.5,9,27.39999962,Bipolar
Ca_239,Artec.Spider,AU13,Jasper,Core,Other,Other,1-33%,Other,10235.75488,3662.583981,55.70000076,27,13.5,Bipolar
Ca_242,Artec.Spider,AU13,Chert,Core,Flake,Optimal,0%,Undetermined,4011.376953,1939.408495,39.79999924,23.89999962,9.600000381,Bipolar
Ca_245,Artec.Spider,AU13,Jasper,Tool,Flake,Undetermined,0%,Undetermined,2461.926514,1571.596532,29.89999962,27,8.100000381,NA
Ca_250,Artec.Spider,AU13,Jasper,Tool,Flake,Semi-cortical,1-33%,Complete,1744.920776,2246.758569,30.79999924,24.10000038,6,NA
Ca_251,Artec.Spider,AU13,Chert,Core,Other,Other,0%,Other,1209.586914,842.7606507,29,9.5,9.199999809,Bipolar
Ca_265,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,1057.151733,775.1988795,23.89999962,12.69999981,9.899999619,Bipolar
Ca_275,Artec.Spider,AU13,Chert,Core,Other,Other,0%,Other,3349.481689,1452.113883,30,21.29999924,13.5,Bipolar
Ca_276,Artec.Spider,AU13,Jasper,Core,Other,Other,1-33%,Other,2858.869629,1467.27416,33.20000076,22.39999962,11.5,Bipolar
Ca_278,Artec.Spider,AU13,Jasper,Blank,Flake,Optimal,0%,Proximal,2535.092529,1352.842881,27.70000076,26,13.39999962,NA
Ca_280,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,8857.977539,3105.106334,42.70000076,33.79999924,13,Bipolar
Ca_281,Artec.Spider,AU12,Jasper,Core,Other,Other,0%,Other,4857.268555,2133.833355,41.40000153,27,11.80000019,Bipolar
Ca_283,Artec.Spider,AU12,Jasper,Core,Other,Other,33-66%,Other,4277.669922,2142.385834,48.79999924,26.5,10.10000038,Bipolar
Ca_284,Artec.Spider,AU12,Chert,Core,Other,Other,0%,Other,4828.507813,2370.823319,39.09999847,33.20000076,10.69999981,Bipolar
Ca_287,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,3073.181641,1926.954167,35.79999924,24.89999962,6.900000095,Bipolar
Ca_288,Artec.Spider,AU12,Chert,Core,Other,Other,0%,Other,3323.704346,1530.295114,21.9,17,23.4,Narrow-sided
Ca_289,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,2650.982178,1323.640842,26.79999924,20.20000076,11.19999981,Bipolar
Ca_291,Artec.Spider,AU12,Jasper,Tool,Flake,Optimal,0%,Complete,897.4729614,816.777446,19.6,19.39999962,4.300000191,NA
Ca_293,Artec.Spider,AU12,Jasper,Tool,Flake,Optimal,0%,Complete,1056.415649,851.5295882,19.60000038,21.70000076,5.400000095,NA
Ca_300,Artec.Spider,AU12,Jasper,Core,Other,Other,0%,Other,627.5693359,624.1769642,27.79999924,11.19999981,4.300000191,Bipolar
Ca_304,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,1406.260864,844.643544,27.79999924,12,11,Bipolar
Ca_306,Artec.Spider,AU12,Jasper,Tool,Flake,Initialization,100%,Complete,2147.831787,1341.374658,29.10000038,25.39999962,6.5,NA
Ca_307,Artec.Spider,AU12,Chert,Core,Other,Other,33-66%,Other,19582.86328,4748.04928,56.79999924,30,26.39999962,Multidirectional
Ca_308,Artec.Spider,AU13,Quartzite,Core,Other,Other,66-99%,Other,20296.86523,4666.78112,40,33.70000076,25,Platform flake
Ca_309,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,17261.17773,4299.059664,38,23,41.59999847,Initial
Ca_310,Artec.Spider,AU12,Chert,Core,Other,Other,33-66%,Other,7469.563477,2560.873097,25,30.20000076,30.70000076,Multidirectional
Ca_311,Artec.Spider,AU13,Quartzite,Core,Other,Other,0%,Other,31685.23633,6488.624984,58,36,35,Multidirectional
Ca_312,Artec.Spider,AU11,Jasper,Core,Other,Other,33-66%,Other,13852.0332,4005.109319,44.09999847,38.20000076,18.70000076,Platform flake
Ca_313,Artec.Spider,AU13,Chert,Core,Other,Other,33-66%,Other,13378.32813,3798.520868,33.40000153,43,23,Platform flake
Ca_314,Artec.Spider,AU13,Chert,Core-Tool,Other,Other,0%,Other,4126.805176,1718.443829,34.29999924,28.29999924,15.19999981,Carinated
Ca_315,Artec.Spider,AU11,Jasper,Core,Other,Other,0%,Other,6320.495117,2112.859685,32,25.89999962,21,Initial
Ca_316,Artec.Spider,AU12,Chert,Core,Other,Other,1-33%,Other,27099.54297,5548.449608,44.5,42.59999847,35.79999924,Multidirectional
Ca_317,Artec.Spider,AU12,Chert,Core,Other,Other,1-33%,Other,23881.27344,5559.573383,48.70000076,43,25,Platform flake
Ca_318,Artec.Spider,AU13,Siliceous limestone,Core,Other,Other,0%,Other,15793.75391,3854.103907,47.09999847,31.70000076,23,Semi-circumferential
Ca_319,Artec.Spider,AU11,Chert,Core,Other,Other,33-66%,Other,28308.71484,6539.5119,72.30000305,26.79999924,34,Bipolar
Ca_320,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,7437.748047,2347.249029,33.79999924,26.70000076,22.29999924,Semi-circumferential
Ca_321,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,3050.858398,1444.869361,28.79999924,21.39999962,17,Semi-circumferential
Ca_322,Artec.Spider,AU12,Chert,Core,Other,Other,1-33%,Other,5302.193848,1893.982369,32.59999847,22.70000076,17.70000076,Initial
Ca_323,Artec.Spider,AU13,Chert,Core,Other,Other,0%,Other,2715.776367,1352.421438,22.60000038,18.20000076,24.29999924,Narrow-sided
Ca_324,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,6238.23877,2187.719264,24.29999924,34.29999924,28,Semi-circumferential
Ca_325,Artec.Spider,AU12,Chert,Core,Other,Other,66-99%,Other,40014.88672,6895.884934,53.70000076,47.29999924,34.79999924,Initial
Ca_326,Artec.Spider,AU12,Chert,Core,Other,Other,0%,Other,13187.59277,3628.112667,48.59999847,24.10000038,19.89999962,Bipolar
Ca_327,Artec.Spider,AU12,Jasper,Core,Other,Other,33-66%,Other,4103.523926,1811.343647,34.90000153,19,10.60000038,Bipolar
Ca_328,Artec.Spider,AU12,Chert,Core,Other,Other,1-33%,Other,3524.308105,1493.98058,32.79999924,18,13.89999962,Shatter
Ca_329,Artec.Spider,AU12,Jasper,Core,Other,Other,33-66%,Other,10245.92285,3258.220686,44.29999924,36,15.80000019,Parallel
Ca_330,Artec.Spider,AU12,Siliceous limestone,Core,Other,Other,33-66%,Other,15253.05371,3449.83888,35,38.09999847,25.89999962,Discoid
Ca_331,Artec.Spider,AU13,Chert,Core,Other,Other,33-66%,Other,18277.73828,4259.055774,43.59999847,38.20000076,25.79999924,Multidirectional
Ca_332,Artec.Spider,AU13,Jasper,Core,Other,Other,33-66%,Other,35759.65625,6708.068897,44.59999847,49.70000076,52.09999847,Platform flake
Ca_333,Artec.Spider,AU12,Jasper,Core,Other,Other,0%,Other,15217.5498,4014.518449,31,36,23.5,Multidirectional
Ca_334,Artec.Spider,AU12,Chert,Core,Other,Other,1-33%,Other,17264.77734,4463.125885,38.20000076,38.20000076,28.79999924,Multidirectional
Ca_335,Artec.Spider,AU11,Jasper,Core,Other,Other,1-33%,Other,8405.554688,2441.172845,30,27,22.60000038,Multidirectional
Ca_336,Artec.Spider,AU12,Jasper,Core,Other,Other,33-66%,Other,11420.21777,3151.936173,31,29,22,Platform flake
Ca_338,Artec.Spider,AU12,Chert,Core,Other,Other,33-66%,Other,6965.791504,2529.883393,38.5,32.5,12.60000038,Bipolar
Ca_339,Artec.Spider,AU11,Siliceous limestone,Core,Other,Other,33-66%,Other,3784.645264,2053.618005,34.70000076,28.70000076,8.600000381,Bipolar
Ca_341,Artec.Spider,AU11,Chert,Core,Flake,Semi-cortical,1-33%,Complete,2235.781494,1202.765772,19,30,9.600000381,Bipolar
Ca_342,Artec.Spider,AU11,Jasper,Core,Flake,Semi-cortical,1-33%,Undetermined,2335.856934,1370.911128,25.10000038,25.60000038,9.5,Bipolar
Ca_345,Artec.Spider,AU11,Chert,Tool,Flake,Optimal,0%,Complete,1459.15686,1051.94867,22.5,21,6.300000191,NA
Ca_348,Artec.Spider,AU11,Chert,Core,Other,Other,0%,Other,938.951355,658.3345923,24,10.5,7.800000191,Bipolar
Ca_349,Artec.Spider,AU11,Jasper,Core,Other,Other,0%,Other,2741.130615,1344.476038,32.70000076,14.89999962,12.5,Bipolar
Ca_350,Artec.Spider,AU11,Quartzite,Core,Other,Other,0%,Other,2194.633301,1224.484716,29.29999924,21,8,Bipolar
Ca_353,Artec.Spider,AU10,Jasper,Core,Other,Other,0%,Other,1215.631836,834.4801316,21.60000038,17.70000076,10.5,Bipolar
Ca_357,Artec.Spider,AU13,Jasper,Blank,Blade,Semi-cortical,1-33%,Proximal,1542.03064,1023.046813,30.20000076,17.29999924,7.199999809,NA
Ca_358,Artec.Spider,AU13,Chert,Blank,Flake,Semi-cortical,1-33%,Complete,1037.496582,907.2035093,27.29999924,18.29999924,4.699999809,NA
Ca_359,Artec.Spider,AU13,Chert,Blank,Flake,Semi-cortical,1-33%,Complete,1427.53479,1108.978859,33,19,5.800000191,NA
Ca_360,Artec.Spider,AU11,Jasper,Core-Tool,Flake,Semi-cortical,1-33%,Mesial,13750.78223,4303.891408,54.90000153,18,39.70000076,Burin core
Ca_361,Artec.Spider,AU13,Chert,Core-Tool,Other,Other,0%,Other,7424.905762,2346.564878,30.60000038,19.5,29.29999924,Carinated
Ca_362,Artec.Spider,AU12,Chert,Core-Tool,Flake,Semi-cortical,33-66%,Undetermined,4944.375,1943.378484,30.5,14,33.90000153,Carinated
Ca_363,Artec.Spider,AU11,Chert,Core-Tool,Other,Other,1-33%,Other,4001.938477,1682.525827,16.20000076,22.10000038,27,Carinated
Ca_364,Artec.Spider,AU13,Chert,Core-Tool,Other,Other,1-33%,Other,18557.53125,4487.518901,22.60000038,36.29999924,23,Initial
Ca_369,Artec.Spider,AU12,Chert,Tool,Blade,Optimal,0%,Complete,2055.752197,1331.209903,41.5,16.79999924,6.400000095,NA
Ca_370,Artec.Spider,AU11,Chert,Tool,Blade,Semi-cortical,33-66%,Complete,1557.987915,1105.517369,40.20000076,12.10000038,6.900000095,NA
Ca_371,Artec.Spider,AU11,Jasper,Tool,Flake,Maintenance,0%,Complete,2591.940918,1428.406362,39,20.60000038,8.699999809,NA
Ca_372,Artec.Spider,AU13,Jasper,Tool,Other,Other,66-99%,Other,33811.83203,6990.253322,66.5,53.59999847,18.20000076,NA
Ca_373,Artec.Spider,AU13,Chert,Tool,Flake,Semi-cortical,1-33%,Complete,11304.70508,4267.81888,67.09999847,34.20000076,12.69999981,NA
Ca_374,Artec.Spider,AU11,Chert,Blank,Flake,Optimal,0%,Complete,3754.79126,2849.984694,44.29999924,36.59999847,5,NA
Ca_378,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,2118.713379,1262.542709,26,21.79999924,8.899999619,Bipolar
Ca_379,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,4259.614746,1702.881986,26.70000076,26,16.20000076,Bipolar
Ca_380,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,1794.3396,1057.832596,24.10000038,20.70000076,8.300000191,Bipolar
Ca_381,Artec.Spider,AU13,Jasper,Core,Other,Other,0%,Other,1413.050781,1029.429658,34.5,14,8.800000191,Bipolar
Ca_382,Artec.Spider,AU12,Jasper,Core,Other,Other,0%,Other,688.326355,519.037699,22,8.5,7.900000095,Bipolar
Ca_383,Artec.Spider,AU12,Quartzite,Tool,Blade,Optimal,0%,Complete,7823.672852,3461.004965,63.29999924,24.60000038,9.800000191,NA
Ca_384,Artec.Spider,AU12,Jasper,Tool,Blade,Optimal,0%,Complete,3484.947998,2125.2879,53.90000153,21.10000038,6.099999905,NA
Ca_385,Artec.Spider,AU12,Quartzite,Tool,Blade,Optimal,0%,Proximal,4223.986816,2239.638554,44.79999924,25.29999924,7,NA
Ca_386,Artec.Spider,AU12,Jasper,Tool,Blade,Optimal,0%,Complete,2793.221924,1888.056324,48.90000153,21.10000038,5,NA
Ca_388,Artec.Spider,AU12,Jasper,Tool,Blade,Maintenance,33-66%,Mesial,2565.918701,1520.476233,46.5,13.30000019,8,NA
Ca_389,Artec.Spider,AU12,Jasper,Tool,Blade,Semi-cortical,1-33%,Complete,819.2695313,865.5580962,36,13.60000038,3.799999952,NA
Ca_392,Artec.Spider,AU13,Chert,Tool,Blade,Semi-cortical,1-33%,Complete,6946.201172,3120.399457,65.5,23.39999962,12,NA
Ca_395,Artec.Spider,AU13,Jasper,Tool,Blade,Maintenance,1-33%,Complete,4031.341064,2209.933218,50.09999847,18.29999924,12.10000038,NA
Ca_396,Artec.Spider,AU13,Jasper,Tool,Blade,Semi-cortical,33-66%,Complete,6769.893066,2833.015437,55.70000076,27.20000076,11.30000019,NA
Ca_397,Artec.Spider,AU13,Quartzite,Core-Tool,Flake,Semi-cortical,1-33%,Undetermined,9859.675781,2958.241772,31.5,21,45,Carinated
Ca_398,Artec.Spider,AU13,Jasper,Core-Tool,Flake,Semi-cortical,33-66%,Undetermined,4201.271973,1685.887866,28.89999962,15.60000038,22.10000038,Multi-platform
Ca_399,Artec.Spider,AU13,Chert,Core-Tool,Flake,Optimal,0%,Undetermined,9332.424805,3495.771374,52.40000153,21.10000038,31.10000038,Initial
Ca_400,Artec.Spider,AU13,Chert,Core-Tool,Flake,Optimal,0%,Undetermined,2963.570068,1506.60361,19,14,38.5,Carinated
Ca_401,Artec.Spider,AU13,Jasper,Core-Tool,Flake,Optimal,0%,Undetermined,2699.508057,1325.676503,32.29999924,11.60000038,18.70000076,Narrow-sided
Ca_402,Artec.Spider,AU13,Chert,Core,Flake,Undetermined,0%,Undetermined,3835.812988,1676.862091,36,22,13.10000038,Bipolar
Ca_403,Artec.Spider,AU11,Chert,Tool,Flake,Optimal,0%,Complete,2719.49292,1593.557107,44,23.29999924,9.699999809,NA
Ca_404,Artec.Spider,AU11,Jasper,Tool,Flake,Semi-cortical,33-66%,Mesial,2398.004639,1258.438673,37.29999924,16.5,10.89999962,NA
Ca_405,Artec.Spider,AU11,Chert,Tool,Flake,Optimal,0%,Mesial,1970.54541,1103.507208,23.29999924,12.39999962,18.20000076,NA
Ca_406,Artec.Spider,AU12,Chert,Tool,Flake,Initialization,66-99%,Complete,4905.21875,2014.323635,23,14.5,35.70000076,NA
Ca_407,Artec.Spider,AU12,Jasper,Tool,Blade,Optimal,0%,Mesial,1718.432373,1114.49446,27.10000038,20.89999962,9.5,NA
Ca_408,Artec.Spider,AU12,Chert,Tool,Flake,Optimal,0%,Proximal,1061.706055,766.1151752,28.70000076,11.39999962,7.199999809,NA
Ca_409,Artec.Spider,AU12,Chert,Tool,Flake,Optimal,0%,Distal,1788.859497,985.9086379,24.79999924,17.89999962,9.699999809,NA
Ca_410,Artec.Spider,AU11,Jasper,Tool,Flake,Undetermined,0%,Undetermined,1383.870483,902.1568375,21.20000076,16.29999924,11.30000019,NA
Ca_411,Artec.Spider,AU12,Chert,Tool,Flake,Maintenance,1-33%,Complete,2558.165039,1319.78863,32.90000153,22.10000038,8.699999809,NA
Ca_412,Artec.Spider,AU12,Jasper,Core-Tool,Other,Other,33-66%,Other,1556.019287,930.4657426,25.39999962,10.39999962,11.89999962,Burin core
Ca_417,Artec.Spider,AU12,Siliceous limestone,Tool,Flake,Semi-cortical,33-66%,Complete,20273.87305,6013.885422,73.5,45.90000153,15.19999981,NA
Ca_418,Artec.Spider,AU12,Chert,Tool,Flake,Initialization,100%,Complete,5416.212402,2279.773202,46.70000076,24,10,NA
Ca_423,Artec.Spider,AU12,Chert,Tool,Flake,Initialization,100%,Complete,2216.241211,1307.561068,32.59999847,22.79999924,6.599999905,NA
Ca_432,Artec.Spider,AU12,Chert,Tool,Flake,Maintenance,1-33%,Complete,3963.174561,1814.279341,37.79999924,25,10.30000019,NA
Ca_433,Artec.Spider,AU12,Chert,Tool,Flake,Maintenance,1-33%,Complete,16367.58105,5135.282407,60.5,43.70000076,16.89999962,NA
Ca_434,Artec.Spider,AU13,Jasper,Tool,Flake,Optimal,0%,Proximal,1701.425049,1449.021876,27.5,27,6.099999905,NA
Ca_436,Artec.Spider,AU13,Jasper,Tool,Flake,Initialization,66-99%,Complete,5579.08252,2449.439335,41.09999847,30.79999924,10.80000019,NA
Ca_447,Artec.Spider,AU11,Jasper,Core,Other,Other,66-99%,Other,8369.113281,2509.428869,40.70000076,32.20000076,16.79999924,Tested
Ca_448,Artec.Spider,AU13,Chert,Core-Tool,Other,Other,33-66%,Other,12040.91602,3354.267561,24.29999924,23.20000076,20.10000038,Initial
Ca_449,Artec.Spider,AU10,Chert,Core-Tool,Flake,Optimal,0%,Distal,5770.73291,2245.931008,13.89999962,33,32.40000153,Initial
Ca_450,Artec.Spider,AU11,Chert,Blank,Blade,Maintenance,66-99%,Complete,8172.747559,3324.978466,63,28.70000076,13.5,NA
Ca_451,Artec.Spider,AU13,Jasper,Blank,Blade,Maintenance,1-33%,Complete,1980.639038,1656.751249,52.90000153,14.89999962,4.300000191,NA
Ca_452,Artec.Spider,AU13,Jasper,Blank,Flake,Optimal,0%,Complete,3203.574951,1758.175428,42.40000153,23,8,NA
Ca_453,Artec.Spider,AU12,Jasper,Tool,Blade,Optimal,0%,Complete,1405.624634,1349.626833,42.59999847,19.5,4.099999905,NA
Ca_458,Artec.Spider,AU11,Quartzite,Tool,Blade,Initialization,66-99%,Distal,2844.022217,1641.610344,37.70000076,23.70000076,6.699999809,NA
Ca_464,Artec.Spider,AU13,Chert,Core,Flake,Semi-cortical,33-66%,Complete,16578.0957,4189.11346,24,40,43.40000153,Multidirectional
Ca_466,Artec.Spider,AU13,Chert,Core,Flake,Semi-cortical,33-66%,Complete,86567.02344,13320.95226,96.59999847,63.79999924,37,Multidirectional
Ca_467,Artec.Spider,AU12,Quartzite,Blank,Flake,Maintenance,0%,Complete,4415.00293,2283.615361,45.59999847,41.20000076,10.60000038,NA
Ca_469,Artec.Spider,AU11,Quartzite,Blank,Flake,Maintenance,1-33%,Complete,2825.927979,1893.226851,45.09999847,22.70000076,5.800000191,NA
Ca_470,Artec.Spider,AU13,Jasper,Blank,Blade,Optimal,0%,Complete,1999.907837,1635.935372,49.29999924,17.29999924,6.400000095,NA
Ca_472,Artec.Spider,AU13,Jasper,Tool,Blade,Optimal,0%,Proximal,2230.5271,1683.538497,43.09999847,21.70000076,5.400000095,NA
Ca_473,Artec.Spider,AU13,Jasper,Blank,Blade,Optimal,0%,Complete,1270.707275,1117.747061,44,14.30000019,5.300000191,NA
Ca_474,Artec.Spider,AU13,Chert,Blank,Bladelet,Maintenance,1-33%,Complete,438.852478,642.3263196,38,8,3.900000095,NA
Ca_483,Artec.Spider,AU11,Siliceous limestone,Tool,Flake,Optimal,0%,Complete,4074.656494,1904.633758,34.20000076,26.5,9.199999809,NA
Ca_485,Artec.Spider,AU11,Chert,Blank,Flake,Maintenance,0%,Complete,983.666687,792.7099565,26.10000038,16.60000038,7,NA
Ca_487,Artec.Spider,AU11,Jasper,Tool,Flake,Semi-cortical,1-33%,Complete,3428.023193,1528.848237,24.79999924,28.79999924,9.399999619,NA
Ca_489,Artec.Spider,AU11,Jasper,Tool,Flake,Optimal,0%,Complete,2749.303711,1633.346837,28.29999924,31.20000076,8.600000381,NA
Ca_497,Artec.Spider,AU12,Jasper,Blank,Flake,Maintenance,0%,Complete,675.2906494,719.4665151,23.29999924,19.5,4.5,NA
Ca_501,Artec.Spider,AU11,Chert,Core,Flake,Semi-cortical,33-66%,Undetermined,12327.87402,3957.265942,51,38.70000076,18.10000038,Parallel
Ca_502,Artec.Spider,AU11,Jasper,Core-Tool,Flake,Semi-cortical,33-66%,Complete,4842.364746,1973.597122,16.70000076,31.20000076,30.60000038,Carinated
Ca_503,Artec.Spider,AU12,Chert,Blank,Flake,Initialization,100%,Complete,3852.720947,1888.696762,44,21.39999962,8.199999809,NA
Ca_505,Artec.Spider,AU11,Jasper,Tool,Flake,Initialization,66-99%,Complete,7355.334961,2621.112554,40.29999924,31.39999962,13.39999962,NA
Ca_506,Artec.Spider,AU11,Chert,Blank,Flake,Optimal,0%,Complete,5138.83252,2439.591553,37.29999924,40.29999924,9.399999619,NA
Ca_507,Artec.Spider,AU12,Siliceous limestone,Blank,Flake,Maintenance,0%,Complete,5217.312012,2300.338162,42.79999924,25.29999924,12.60000038,NA
Ca_508,Artec.Spider,AU11,Jasper,Tool,Flake,Semi-cortical,33-66%,Distal,3739.63916,1578.451586,23.39999962,28.29999924,12.19999981,NA
Ca_517,Artec.Spider,AU12,Jasper,Blank,Blade,Maintenance,0%,Proximal,673.2589722,765.6203406,29.39999962,12.39999962,4.599999905,NA
Ca_518,Artec.Spider,AU12,Chert,Tool,Flake,Optimal,0%,Complete,1402.165771,892.3327728,22.5,20.70000076,8.5,NA
Ca_519,Artec.Spider,AU10,Chert,Core,Other,Other,0%,Other,1137.156006,720.8571876,28.79999924,9.899999619,9.899999619,Bipolar
Ca_520,Artec.Spider,AU13,Jasper,Core,Other,Other,1-33%,Other,1527.863892,830.1768349,21.89999962,9.399999619,16,Bipolar
Ca_521,Artec.Spider,AU10,Chert,Core,Other,Other,0%,Other,1758.684204,1032.505159,24.60000038,17.70000076,11.39999962,Bipolar
Ca_522,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,4915.174805,2145.169764,38.70000076,28.60000038,12.69999981,Bipolar
Ca_523,Artec.Spider,AU12,Jasper,Core,Flake,Undetermined,33-66%,Complete,5280.525879,2082.890373,40.40000153,20.60000038,15.19999981,Multidirectional
Ca_524,Artec.Spider,AU11,Jasper,Core,Other,Other,0%,Other,3116.657715,1514.66219,39.79999924,11.69999981,14.5,Narrow-sided
Ca_525,Artec.Spider,AU12,Jasper,Blank,Flake,Optimal,0%,Complete,2692.328613,1483.843235,33.40000153,18.60000038,7.5,NA
Ca_526,Artec.Spider,AU12,Jasper,Core,Other,Other,1-33%,Other,3468.241699,1536.018899,33,15.5,16.89999962,Bipolar
Ca_527,Artec.Spider,AU10,Chert,Blank,Flake,Maintenance,0%,Complete,1642.555054,1401.881265,29.60000038,25.89999962,3.700000048,NA
Ca_528,Artec.Spider,AU11,Chert,Core,Other,Other,0%,Other,7607.953613,2605.245588,34.20000076,36.90000153,23.20000076,Bipolar
Ca_529,Artec.Spider,AU13,Chert,Core,Other,Other,0%,Other,9420.744141,2982.752626,32.5,43.90000153,25,Multidirectional
Ca_530,Artec.Spider,AU11,Chert,Core,Other,Other,66-99%,Other,70584.39063,12367.35187,87.6,47,43,Tested
Ca_689,Artec.Micro,AU13,Chert,Core,Other,Other,66-99%,Other,10675.14746,2991.684901,34.20000076,28.5,24.5,Tested
