ID,Site,Layer,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
CTC_636,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,928.86,1241.16,39.59999847,18,3.599999905,CTC_636.ply,1 unit = 1mm,300000,0.100062,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_637,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,895.38,1048.79,43.5,18.39999962,3.799999952,CTC_637.ply,1 unit = 1mm,265144,0.098273,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_638,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Optimal,NA,0%,Complete,1001.04,1040.67,44.09999847,12.30000019,4.300000191,CTC_638.ply,1 unit = 1mm,262036,0.098112,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_639,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Optimal,NA,0%,Complete,1069.57,1127.97,46,12.60000038,4.5,CTC_639.ply,1 unit = 1mm,298176,0.096357,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_64,Castelcivita,rsa',Fine-grained chert,Tool,Blade,Maintenance,NA,0%,Mesial,6319.98,2933.62,55.40000153,23.20000076,8.399999619,CTC_64.ply,1 unit = 1mm,500000,0.118841,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_640,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,1846.01,1319.15,43,16.5,7.300000191,CTC_640.ply,1 unit = 1mm,300000,0.103419,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_641,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Optimal,NA,0%,Complete,1228.34,1337.33,43.40000153,18.29999924,3.400000095,CTC_641.ply,1 unit = 1mm,300000,0.103817,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_642,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,3104.88,2118.31,49.40000153,22.5,7.199999809,CTC_642.ply,1 unit = 1mm,300000,0.129004,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_643,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,714.54,845.34,32.20000076,13.39999962,4,CTC_643.ply,1 unit = 1mm,185864,0.102908,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_644,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,1-33%,Complete,3251.45,1885.55,51.79999924,17.29999924,10.39999962,CTC_644.ply,1 unit = 1mm,300000,0.122369,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_645,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Initialization,NA,100%,Complete,4466.11,2204.04,51.09999847,23.10000038,9.199999809,CTC_645.ply,1 unit = 1mm,300000,0.133174,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_646,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Initialization,NA,66-99%,Complete,1995.37,1564.9,45.40000153,18.60000038,7.400000095,CTC_646.ply,1 unit = 1mm,300000,0.115285,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_647,Castelcivita,gic,Fine-grained chert,Blank,Blade,Maintenance,NA,33-66%,Complete,2197.68,1552.66,45.40000153,18.89999962,5.300000191,CTC_647.ply,1 unit = 1mm,300000,0.111867,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_648,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Complete,1775.29,1214.65,42,13.69999981,7.599999905,CTC_648.ply,1 unit = 1mm,300000,0.099422,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_649,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Initialization,NA,33-66%,Complete,3530.36,2065.27,50,22.39999962,7.800000191,CTC_649.ply,1 unit = 1mm,300000,0.127852,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_65,Castelcivita,rsa',Fine-grained chert,Tool,Blade,Optimal,NA,0%,Complete,2002.76,1913.72,57.70000076,19.39999962,4.599999905,CTC_65.ply,1 unit = 1mm,500000,0.097184,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_650,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,1-33%,Complete,1141.57,997.42,36.09999847,19,6.599999905,CTC_650.ply,1 unit = 1mm,239620,0.100167,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_654,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,33-66%,Complete,12902.64,4165.23,63.20000076,33,20,CTC_654.ply,1 unit = 1mm,300000,0.184379,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_655,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Initialization,NA,66-99%,Complete,11951.56,3960.93,58.29999924,38,13.60000038,CTC_655.ply,1 unit = 1mm,300000,0.178764,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_656,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Semi-cortical,NA,33-66%,Complete,25483.08,7065.48,50.40000153,74.30000305,17.70000076,CTC_656.ply,1 unit = 1mm,300000,0.247243,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_657,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,4846.48,2239.72,52.40000153,28.5,10.19999981,CTC_657.ply,1 unit = 1mm,300000,0.138287,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_658,Castelcivita,rsa',Coarse-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,9671.15,3686.26,36.40000153,46.5,11.30000019,CTC_658.ply,1 unit = 1mm,300000,0.176796,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_659,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,2421.33,1605.54,36,19.20000076,8.399999619,CTC_659.ply,1 unit = 1mm,300000,0.116736,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_660,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,1593.57,1276.99,39.5,20.20000076,6.199999809,CTC_660.ply,1 unit = 1mm,300000,0.105029,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_662,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,1128.49,1103.81,36.59999847,18.20000076,3.599999905,CTC_662.ply,1 unit = 1mm,264298,0.100784,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_664,Castelcivita,rsa',Fine-grained chert,Core,Flake,Initialization,Bipolar,66-99%,Complete,1545.92,1117.78,28.79999924,21,8.399999619,CTC_664.ply,1 unit = 1mm,294160,0.096547,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_666,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,1-33%,Complete,1039.22,960.58,31.79999924,18.39999962,5.900000095,CTC_666.ply,1 unit = 1mm,223908,0.104701,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_668,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,1301.04,1023.8,28.79999924,17.10000038,7.5,CTC_668.ply,1 unit = 1mm,256874,0.102301,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_670,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,952.77,1109.97,37.20000076,20.29999924,4.800000191,CTC_670.ply,1 unit = 1mm,280314,0.098199,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_672,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,862.63,834.87,29,17,5.199999809,CTC_672.ply,1 unit = 1mm,205606,0.09914,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_678,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Maintenance,NA,1-33%,Distal,1237.13,904.73,NA,13.5,6.900000095,CTC_678.ply,1 unit = 1mm,201832,0.105981,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_679,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Distal,1294.83,1008.88,32,14.30000019,6.900000095,CTC_679.ply,1 unit = 1mm,226184,0.10682,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_681,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,1300.22,833.7,27.5,11.89999962,11.60000038,CTC_681.ply,1 unit = 1mm,189962,0.103197,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_682,Castelcivita,rsa',Quartzite,Blank,Flake,Maintenance,NA,0%,Complete,12982.65,4477.52,67.30000305,36.29999924,14.89999962,CTC_682.ply,1 unit = 1mm,300000,0.190378,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_683,Castelcivita,rsa',Fine-grained chert,Core-Tool,Flake,Semi-cortical,Burin core,1-33%,Other,6782.9,2712.03,43.09999847,17.89999962,27.79999924,CTC_683.ply,1 unit = 1mm,600000,0.108189,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_684,Castelcivita,rsa',Fine-grained chert,Core,Blade,Initialization,Initial narrow-sided,66-99%,Complete,48320.9,10684.51,110,34.40000153,33.29999924,CTC_684.ply,1 unit = 1mm,600000,0.216535,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_685,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Semi-cortical,NA,33-66%,Complete,35175.73,8299.42,71.59999847,55.40000153,14.80000019,CTC_685.ply,1 unit = 1mm,600000,0.190279,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_686,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,1-33%,Complete,4409.61,2332.26,37.90000153,32.59999847,10.10000038,CTC_686.ply,1 unit = 1mm,556502,0.104332,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_687,Castelcivita,rsa',Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Complete,3517.28,1633.06,36.79999924,13.30000019,17.60000038,CTC_687.ply,1 unit = 1mm,300000,0.117682,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_689,Castelcivita,rsa',Fine-grained chert,Core,Flake,Semi-cortical,Initial narrow-sided,33-66%,Other,4427.51,1957.88,38.90000153,17.70000076,27.29999924,CTC_689.ply,1 unit = 1mm,300000,0.129343,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_69,Castelcivita,rsa',Fine-grained chert,Tool,Flake,Semi-cortical,NA,33-66%,Complete,7396.88,3023.32,42,45.40000153,12.39999962,CTC_69.ply,1 unit = 1mm,500000,0.120217,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_690,Castelcivita,rsa',Fine-grained chert,Core,Flake,Semi-cortical,Bipolar,33-66%,Other,2543.36,1367.5,36.5,9.699999809,15,CTC_690.ply,1 unit = 1mm,300000,0.108535,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_691,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Optimal,NA,0%,Complete,3528.04,2779.75,58.90000153,33.09999847,5,CTC_691.ply,1 unit = 1mm,300000,0.149019,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_694,Castelcivita,rsa',Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Complete,4607.65,1858.91,32.40000153,30,14.10000038,CTC_694.ply,1 unit = 1mm,300000,0.121758,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_695,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,3731.33,1744.12,36.79999924,22,9.699999809,CTC_695.ply,1 unit = 1mm,300000,0.121422,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_696,Castelcivita,rsa',Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Other,2607.59,1213.19,27.79999924,24.79999924,11,CTC_696.ply,1 unit = 1mm,300000,0.09941,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_697,Castelcivita,rsa',Fine-grained chert,Core,Flake,Undetermined,Bipolar,0%,Other,1327.15,904.44,20.60000038,24.10000038,8.800000191,CTC_697.ply,1 unit = 1mm,239260,0.096139,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_698,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Wide-faced flat,0%,Other,3456.16,1588.4,35.09999847,24.29999924,10.30000019,CTC_698.ply,1 unit = 1mm,300000,0.116332,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_699,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,3738.09,1565.13,24.39999962,28.39999962,13,CTC_699.ply,1 unit = 1mm,300000,0.111994,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_7,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Semi-circumferential,1-33%,Other,5154.46,1856.56,29.79999924,26.70000076,16,CTC_7.ply,1 unit = 1mm,460426,0.102309,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_700,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Tested raw material,0%,Other,11420.69,3291.23,34.20000076,37,15.80000019,CTC_700.ply,1 unit = 1mm,300000,0.169256,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_701,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Initialization,NA,100%,Complete,22498.98,6851.38,65.5,49,15.69999981,CTC_701.ply,1 unit = 1mm,300000,0.243726,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_702,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,3489.81,2201.78,42.70000076,33.29999924,11.69999981,CTC_702.ply,1 unit = 1mm,300000,0.137051,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_703,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,3438.72,1994.55,34.79999924,33.29999924,7.199999809,CTC_703.ply,1 unit = 1mm,300000,0.130267,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_704,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,2304.18,1345.6,27,30.29999924,9.100000381,CTC_704.ply,1 unit = 1mm,300000,0.107403,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_710,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,3325.98,1805.77,43,29.20000076,12.69999981,CTC_710.ply,1 unit = 1mm,300000,0.122908,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_714,Castelcivita,gic,Undetermined,Hammerstone,Other,Other,NA,100%,Complete,26864.88,5184.1,58,32,19.9,CTC_714.ply,1 unit = 1mm,300000,0.212967,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_715,Castelcivita,rsa',Quartzite,Blank,Blade,Initialization,NA,0%,Distal,4617.12,2258.11,53.29999924,18.29999924,15.69999981,CTC_715.ply,1 unit = 1mm,300000,0.134532,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_718,Castelcivita,rsa',Fine-grained chert,Tool,Undetermined,Optimal,NA,0%,Distal,604.46,610.43,21.79999924,14.89999962,3.700000048,CTC_718.ply,1 unit = 1mm,126398,0.105499,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_72,Castelcivita,rsa',Fine-grained chert,Tool,Flake,Optimal,NA,0%,Complete,3020.7,1928.75,36.09999847,37,8.199999809,CTC_72.ply,1 unit = 1mm,498760,0.097432,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_720,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Semi-circumferential,1-33%,Other,3500.99,1386.62,23.10000038,19.29999924,25,CTC_720.ply,1 unit = 1mm,377670,0.095335,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_722,Castelcivita,rsa',Fine-grained chert,Blank,Blade,Initialization,NA,0%,Complete,12789.92,4587.09,65.5,31.60000038,16.20000076,CTC_722.ply,1 unit = 1mm,300000,0.199888,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_725,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,617.62,935.93,29.79999924,23.60000038,3.299999952,CTC_725.ply,1 unit = 1mm,194750,0.106623,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_726,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,1440.89,1123.43,30.20000076,22,7.5,CTC_726.ply,1 unit = 1mm,284195,0.101477,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_732,Castelcivita,rsa',Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,416.01,492.66,23,14.19999981,3.599999905,CTC_732.ply,1 unit = 1mm,125856,0.10184,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_735,Castelcivita,ars,Fine-grained chert,Tool,Flake,Undetermined,NA,0%,Mesial,1915.93,1203.33,26.60000038,23.70000076,8,CTC_735.ply,1 unit = 1mm,300000,0.099063,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_736,Castelcivita,rsa',Fine-grained chert,Tool,Blade,Semi-cortical,NA,33-66%,Distal,1044.67,828.23,32.29999924,12.19999981,9,CTC_736.ply,1 unit = 1mm,202142,0.103379,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_742,Castelcivita,gic,Fine-grained chert,Blank,Flake,Maintenance,NA,0%,Complete,1140.22,1063.18,32.09999847,21,4.699999809,CTC_742.ply,1 unit = 1mm,288904,0.094825,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_744,Castelcivita,gic,Fine-grained chert,Blank,Bladelet,Maintenance,NA,0%,Complete,630.84,634.73,32.70000076,9.5,5.400000095,CTC_744.ply,1 unit = 1mm,161794,0.101673,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_745,Castelcivita,gic,Fine-grained chert,Blank,Blade,Maintenance,NA,0%,Mesial,2850.14,2052.69,54.79999924,20,7.300000191,CTC_745.ply,1 unit = 1mm,300000,0.127572,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_751,Castelcivita,gic,Fine-grained chert,Blank,Flake,Semi-cortical,NA,33-66%,Complete,46551.85,9488.25,73.59999847,58.70000076,29.60000038,CTC_751.ply,1 unit = 1mm,297158,0.285617,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_754,Castelcivita,gic,Fine-grained chert,Blank,Bladelet,Maintenance,NA,0%,Complete,417.38,487.48,26.20000076,9.5,6.099999905,CTC_754.ply,1 unit = 1mm,121628,0.101857,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_755,Castelcivita,gic,Fine-grained chert,Tool,Blade,Optimal,NA,0%,Mesial,2271.24,1522.77,NA,25.29999924,6.900000095,CTC_755.ply,1 unit = 1mm,300000,0.108064,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_759,Castelcivita,gic,Fine-grained chert,Tool,Blade,Optimal,NA,0%,Complete,2556.73,1834.29,55.40000153,18,6.5,CTC_759.ply,1 unit = 1mm,300000,0.120896,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_760,Castelcivita,rsa',Fine-grained chert,Tool,Bladelet,Optimal,NA,0%,Complete,102.53,207.84,16.10000038,7.5,2.200000048,CTC_760.ply,1 unit = 1mm,569484,0.030868,Ultra-detailed,Artec.Micro-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,Yes
CTC_761,Castelcivita,gic,Fine-grained chert,Tool,Blade,Optimal,NA,0%,Complete,4803.03,2651.67,57,24,8.5,CTC_761.ply,1 unit = 1mm,300000,0.145905,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_763,Castelcivita,ars,Fine-grained chert,Tool,Bladelet,Maintenance,NA,1-33%,Distal,341.22,424.31,NA,11.5,4.300000191,CTC_763.ply,1 unit = 1mm,1204276,0.03051,Ultra-detailed,Artec.Micro-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,Yes
CTC_764,Castelcivita,ars,Fine-grained chert,Tool,Bladelet,Optimal,NA,0%,Complete,30.98,119.81,18.89999962,4,1,CTC_764.ply,1 unit = 1mm,329556,0.030781,Ultra-detailed,Artec.Micro-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,Yes
CTC_765,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,7763.32,3049.82,41.29999924,32.20000076,15.60000038,CTC_765.ply,1 unit = 1mm,300000,0.162077,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_766,Castelcivita,gic,Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Other,2561.76,1349.19,27,22.5,10.5,CTC_766.ply,1 unit = 1mm,300000,0.103872,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_767,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,1-33%,Other,1335.87,900.37,29.39999962,11.89999962,9.5,CTC_767.ply,1 unit = 1mm,225472,0.101929,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_768,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,2689.93,1287.52,29.60000038,23.29999924,11,CTC_768.ply,1 unit = 1mm,300000,0.102034,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_769,Castelcivita,gic,Limestone,Core,Other,Other,Bipolar,0%,Other,1221.6,809.35,30.60000038,11.60000038,7.199999809,CTC_769.ply,1 unit = 1mm,198734,0.103414,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_77,Castelcivita,rsa',Fine-grained chert,Tool,Flake,Maintenance,NA,0%,Complete,2057.48,1302.73,32,20.29999924,8,CTC_77.ply,1 unit = 1mm,300000,0.106141,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_770,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,1546.72,916.56,30.5,13.5,10.60000038,CTC_770.ply,1 unit = 1mm,238072,0.096754,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_771,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,2839.32,1275.56,26.5,17.10000038,16.39999962,CTC_771.ply,1 unit = 1mm,300000,0.101381,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_772,Castelcivita,gic,Fine-grained chert,Blank,Flake,Optimal,NA,0%,Complete,1633.6,959.33,26.20000076,14.69999981,11.10000038,CTC_772.ply,1 unit = 1mm,231840,0.103403,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_773,Castelcivita,gic,Fine-grained chert,Tool,Flake,Semi-cortical,NA,1-33%,Complete,1216.39,815.99,23.70000076,18.5,6.699999809,CTC_773.ply,1 unit = 1mm,215280,0.096627,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_774,Castelcivita,gic,Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Complete,1080.26,732.24,21.39999962,19.79999924,8.399999619,CTC_774.ply,1 unit = 1mm,179606,0.099148,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_775,Castelcivita,gic,Fine-grained chert,Core,Flake,Optimal,Bipolar,0%,Other,1596.95,979.48,22.5,19.29999924,9.800000191,CTC_775.ply,1 unit = 1mm,264226,0.095356,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_776,Castelcivita,rsa',Fine-grained chert,Core,Other,Other,Bipolar,0%,Other,1389.38,954.87,29.39999962,16,8.300000191,CTC_776.ply,1 unit = 1mm,247924,0.096429,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
CTC_779,Castelcivita,gic,Fine-grained chert,Core,Other,Other,Bipolar,1-33%,Other,10334.44,3108.95,35.40000153,36.5,15.30000019,CTC_779.ply,1 unit = 1mm,300000,0.163903,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
