ID,Site,Layer,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RB_581,Bombrini,A2,Chert,Core,Other,Initialization,Initial laminar,66-99%,Other,14257.42578,3654.970194,43.09999847,34,26,RB_581.ply,1 unit = 1mm,600000,0.124895,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_582,Bombrini,A2,Chert,Core-Tool,Other,Other,Carinated,0%,Other,8683.68457,2551.233426,41.59999847,25,20.10000038,RB_582.ply,1 unit = 1mm,600000,0.105534,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_583,Bombrini,A2,Chert,Core,Other,Semi-cortical,Multidirectional,33-66%,Other,11495.57617,3031.356489,37.09999847,36.90000153,19.79999924,RB_583.ply,1 unit = 1mm,600000,0.114159,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_584,Bombrini,A2,Chert,Core,Other,Other,Multidirectional,0%,Other,7682.316406,2570.902603,42.90000153,34.90000153,19.60000038,RB_584.ply,1 unit = 1mm,600000,0.106028,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_585,Bombrini,A2,Chert,Core,Other,Other,Semi-circumferential,0%,Other,4665.671875,1791.572802,33,22.79999924,19.79999924,RB_585.ply,1 unit = 1mm,460398,0.101971,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_586,Bombrini,A2,Chert,Core,Other,Other,Shatter laminar,0%,Other,1982.296997,995.4097577,20,19.89999962,14.30000019,RB_586.ply,1 unit = 1mm,261022,0.100915,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_587,Bombrini,A2,Chert,Core,Other,Semi-cortical,Platform flake,1-33%,Other,14571.57324,3549.737054,26.5,32.40000153,30.79999924,RB_587.ply,1 unit = 1mm,600000,0.122557,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_588,Bombrini,A2,Chert,Core,Other,Semi-cortical,Narrow-sided,1-33%,Other,6023.888672,2040.930464,30.70000076,13.5,26.79999924,RB_588.ply,1 unit = 1mm,546478,0.100348,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_589,Bombrini,A2,Chert,Core,Other,Semi-cortical,Shatter laminar,1-33%,Other,3386.852295,1406.449337,26.60000038,17.79999924,17.39999962,RB_589.ply,1 unit = 1mm,369086,0.10083,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_590,Bombrini,A2,Chert,Core,Other,Semi-cortical,Multidirectional,1-33%,Other,2034.804077,1003.957981,22.20000076,17.29999924,15.39999962,RB_590.ply,1 unit = 1mm,256952,0.101677,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_591,Bombrini,A2,Chert,Core,Other,Other,Semi-circumferential,0%,Other,5431.98584,1807.130769,19.79999924,24.70000076,25.29999924,RB_591.ply,1 unit = 1mm,480446,0.100274,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_592,Bombrini,A2,Chert,Core,Other,Other,Multi-platform,0%,Other,4968.677246,1685.260376,20.20000076,19,25.5,RB_592.ply,1 unit = 1mm,436260,0.101294,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_593,Bombrini,A2,Chert,Core,Other,Semi-cortical,Semi-circumferential,33-66%,Other,2793.793701,1348.859705,36.40000153,12.19999981,10,RB_593.ply,1 unit = 1mm,348558,0.101343,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_594,Bombrini,A2,Chert,Core,Flake,Semi-cortical,Multidirectional,33-66%,Other,15621.30371,4833.368085,52.59999847,33,18,RB_594.ply,1 unit = 1mm,600000,0.14394,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_595,Bombrini,A2,Chert,Core,Other,Semi-cortical,Shatter,1-33%,Other,8445.05957,2570.475957,31.20000076,27.39999962,18.29999924,RB_595.ply,1 unit = 1mm,600000,0.105941,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_596,Bombrini,A2,Chert,Core,Other,Other,Multidirectional,0%,Other,3313.286865,1372.930439,20.79999924,19.20000076,15,RB_596.ply,1 unit = 1mm,359580,0.100814,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_597,Bombrini,A2,Chert,Core,Other,Other,Multidirectional,0%,Other,3941.932861,1685.02946,30.79999924,21.10000038,13,RB_597.ply,1 unit = 1mm,450018,0.100111,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_598,Bombrini,A2,Chert,Core,Other,Semi-cortical,Multidirectional,33-66%,Other,3056.79541,1440.802123,35.90000153,16.60000038,11.5,RB_598.ply,1 unit = 1mm,382110,0.100349,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_599,Bombrini,A2,Chert,Core,Flake,Semi-cortical,Shatter,1-33%,Other,6804.045898,2486.629027,31,33.59999847,15.19999981,RB_599.ply,1 unit = 1mm,600000,0.10427,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_600,Bombrini,A0,Chert,Pebble,Other,Initialization,NA,100%,Other,5405.320801,1780.929335,34.29999924,19.89999962,17.39999962,RB_600.ply,1 unit = 1mm,446262,0.102508,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_617,Bombrini,A0,Chert,Tool,Blade,Optimal,NA,0%,Proximal,3764.456543,2196.869636,63.90000153,27.60000038,8.100000381,RB_617.ply,1 unit = 1mm,145962,0.200853,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_618,Bombrini,A0,Chert,Tool,Blade,Initialization,NA,100%,Distal,2788.566895,2055.994659,NA,29.29999924,5.099999905,RB_618.ply,1 unit = 1mm,492714,0.104734,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_619,Bombrini,A0,Chert,Blank,Flake,Maintenance,NA,0%,Proximal,3947.761719,1727.452256,29,32.5,10.60000038,RB_619.ply,1 unit = 1mm,800000,0.072323,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_620,Bombrini,A0,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Complete,2346.773438,1096.469377,13.60000038,20.5,22,RB_620.ply,1 unit = 1mm,292504,0.100315,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
RB_621,Bombrini,A0,Chert,Core-Tool,Flake,Undetermined,Carinated,0%,Complete,3289.254639,1501.963767,36.70000076,18.10000038,13.10000038,RB_621.ply,1 unit = 1mm,800000,0.067921,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
